id,age,job,marital,education,balance,housing,contact,day,duration,pdays,poutcome
361,36,management,single,tertiary,339,no,cellular,2015/2/8,6,-1,unknown
362,42,blue-collar,married,primary,0,yes,cellular,2015/2/9,209,-1,unknown
363,50,housemaid,married,primary,395,yes,unknown,2015/2/10,419,-1,unknown
364,49,blue-collar,married,secondary,2039,yes,cellular,2015/2/11,283,-1,unknown
365,45,management,married,tertiary,5450,no,cellular,2015/2/12,188,-1,unknown
366,23,student,single,secondary,780,no,cellular,2015/2/13,267,-1,unknown
367,38,technician,single,secondary,0,yes,cellular,2015/2/14,196,-1,unknown
368,32,management,single,tertiary,8436,yes,cellular,2015/1/23,245,149,failure
369,60,technician,single,primary,11262,no,cellular,2015/1/24,323,-1,unknown
370,30,entrepreneur,married,secondary,946,yes,cellular,2015/1/25,1065,183,other
371,58,housemaid,married,tertiary,497,no,unknown,2015/1/26,138,-1,unknown
372,60,retired,married,primary,55,no,cellular,2015/1/27,207,-1,unknown
373,38,services,married,secondary,-140,no,unknown,2015/1/28,456,-1,unknown
374,51,technician,married,secondary,-379,yes,cellular,2015/1/29,261,-1,unknown
375,42,admin.,married,secondary,-396,yes,cellular,2015/1/30,80,308,failure
376,30,services,single,secondary,0,yes,cellular,2015/1/31,131,363,failure
377,40,management,married,primary,733,yes,unknown,2015/2/1,94,-1,unknown
378,37,management,married,tertiary,393,yes,cellular,2015/2/2,567,275,failure
379,53,technician,divorced,primary,7290,yes,unknown,2015/2/3,153,-1,unknown
380,27,services,single,secondary,468,yes,cellular,2015/2/4,109,-1,unknown
381,39,blue-collar,married,secondary,0,yes,cellular,2015/2/5,53,325,failure
382,39,blue-collar,married,primary,3705,yes,unknown,2015/2/6,77,-1,unknown
383,59,retired,married,tertiary,9676,no,telephone,2015/2/7,234,-1,unknown
384,37,services,married,secondary,1328,yes,telephone,2015/2/8,121,341,failure
385,41,blue-collar,married,primary,8,yes,cellular,2015/2/9,155,-1,unknown
386,45,blue-collar,married,primary,61,no,cellular,2015/2/10,108,-1,unknown
387,48,management,married,tertiary,6613,no,unknown,2015/2/11,159,-1,unknown
388,48,technician,married,secondary,302,yes,unknown,2015/2/12,208,-1,unknown
389,32,blue-collar,married,secondary,1005,no,cellular,2015/2/13,215,-1,unknown
390,35,services,married,secondary,109,yes,unknown,2015/2/14,597,-1,unknown
391,33,management,single,tertiary,1240,yes,cellular,2015/2/15,505,260,other
392,28,blue-collar,single,primary,0,yes,unknown,2015/2/16,380,-1,unknown
393,64,retired,married,unknown,2923,no,cellular,2015/2/17,120,-1,unknown
394,35,technician,married,secondary,0,no,cellular,2015/2/18,106,-1,unknown
395,33,blue-collar,married,secondary,43,yes,cellular,2015/2/19,332,358,failure
396,41,technician,married,secondary,288,yes,unknown,2015/2/20,221,-1,unknown
397,34,admin.,married,secondary,613,yes,cellular,2015/2/21,80,-1,unknown
398,37,technician,single,tertiary,6101,no,cellular,2015/2/22,60,87,success
399,38,blue-collar,married,primary,168,yes,telephone,2015/2/23,212,-1,unknown
400,39,blue-collar,married,primary,7685,yes,cellular,2015/2/24,493,-1,unknown
401,35,technician,divorced,tertiary,4515,yes,cellular,2015/1/23,98,-1,unknown
402,28,blue-collar,single,secondary,517,no,cellular,2015/1/24,681,-1,unknown
403,27,blue-collar,single,secondary,148,no,cellular,2015/1/25,203,-1,unknown
404,48,retired,married,primary,-285,no,cellular,2015/1/26,157,-1,unknown
405,50,blue-collar,married,secondary,887,no,unknown,2015/1/27,287,-1,unknown
406,45,self-employed,married,secondary,3098,yes,cellular,2015/1/28,159,-1,unknown
407,41,technician,married,tertiary,744,yes,unknown,2015/1/29,125,-1,unknown
408,39,technician,married,secondary,130,no,cellular,2015/1/30,202,-1,unknown
409,44,management,married,secondary,438,yes,telephone,2015/1/31,37,303,failure
410,54,admin.,married,secondary,0,no,cellular,2015/2/1,161,98,failure
411,49,management,married,tertiary,322,no,cellular,2015/2/2,72,-1,unknown
412,34,blue-collar,single,secondary,186,no,cellular,2015/2/3,342,-1,unknown
413,75,retired,divorced,tertiary,3810,yes,cellular,2015/2/4,262,183,failure
414,42,management,married,tertiary,0,no,cellular,2015/2/5,325,-1,unknown
415,53,blue-collar,married,secondary,4380,no,telephone,2015/2/6,223,-1,unknown
416,49,management,divorced,tertiary,755,no,cellular,2015/2/7,1212,-1,unknown
417,31,services,single,secondary,2070,no,cellular,2015/2/8,319,-1,unknown
418,45,blue-collar,single,primary,999,no,cellular,2015/2/9,182,-1,unknown
419,39,self-employed,married,secondary,167,yes,cellular,2015/2/10,330,-1,unknown
420,46,technician,married,secondary,1322,yes,cellular,2015/2/11,514,-1,unknown
421,42,admin.,divorced,secondary,1076,yes,unknown,2015/2/12,213,-1,unknown
422,37,management,married,tertiary,502,yes,cellular,2015/2/13,551,351,failure
423,26,technician,single,tertiary,1216,yes,cellular,2015/2/14,472,-1,unknown
424,37,management,single,tertiary,876,yes,cellular,2015/2/15,140,327,failure
425,36,services,single,secondary,342,yes,unknown,2015/2/16,142,-1,unknown
426,29,blue-collar,single,primary,950,yes,unknown,2015/2/17,135,-1,unknown
427,36,blue-collar,married,primary,973,yes,unknown,2015/2/18,293,-1,unknown
428,26,technician,married,tertiary,3825,yes,unknown,2015/2/19,107,-1,unknown
429,32,blue-collar,married,secondary,2366,yes,unknown,2015/2/20,127,-1,unknown
430,40,management,married,tertiary,542,yes,cellular,2015/2/21,1816,-1,unknown
431,53,management,married,primary,995,no,cellular,2015/2/22,200,-1,unknown
432,29,management,married,tertiary,20,yes,cellular,2015/2/23,418,-1,unknown
433,34,technician,single,tertiary,228,yes,cellular,2015/2/24,387,-1,unknown
434,43,blue-collar,married,secondary,130,no,cellular,2015/2/25,156,337,failure
435,56,management,married,tertiary,217,no,cellular,2015/2/26,121,-1,unknown
436,55,entrepreneur,divorced,tertiary,0,no,unknown,2015/2/27,108,-1,unknown
437,31,self-employed,married,tertiary,259,yes,cellular,2015/1/23,47,-1,unknown
438,27,admin.,single,secondary,619,yes,cellular,2015/1/24,16,322,other
439,36,management,married,secondary,644,yes,cellular,2015/1/25,54,-1,unknown
440,44,management,married,tertiary,22,yes,cellular,2015/1/26,265,-1,unknown
441,37,admin.,divorced,tertiary,4303,yes,unknown,2015/1/27,168,-1,unknown
442,30,admin.,single,secondary,239,yes,cellular,2015/1/28,115,-1,unknown
443,42,technician,single,secondary,275,no,cellular,2015/1/29,31,-1,unknown
444,30,management,married,tertiary,1221,yes,telephone,2015/1/30,279,-1,unknown
445,62,retired,married,secondary,816,no,cellular,2015/1/31,28,-1,unknown
446,24,blue-collar,married,secondary,1222,yes,cellular,2015/2/1,369,-1,unknown
447,31,technician,married,secondary,2363,yes,unknown,2015/2/2,247,-1,unknown
448,66,retired,married,tertiary,2262,no,cellular,2015/2/3,155,-1,unknown
449,47,admin.,married,secondary,2,no,cellular,2015/2/4,89,-1,unknown
450,39,entrepreneur,married,tertiary,2,yes,cellular,2015/2/5,180,-1,unknown
451,35,technician,married,secondary,4508,yes,cellular,2015/2/6,854,-1,unknown
452,35,admin.,divorced,secondary,-402,yes,cellular,2015/2/7,46,-1,unknown
453,27,technician,married,secondary,1577,yes,unknown,2015/2/8,266,-1,unknown
454,32,blue-collar,married,secondary,34,yes,cellular,2015/2/9,321,-1,unknown
455,44,management,married,tertiary,795,no,cellular,2015/2/10,99,-1,unknown
456,42,blue-collar,married,secondary,117,yes,unknown,2015/2/11,147,-1,unknown
457,34,self-employed,single,tertiary,5462,no,cellular,2015/2/12,430,-1,unknown
458,25,services,single,secondary,402,no,cellular,2015/2/13,264,-1,unknown
459,40,technician,single,secondary,641,no,cellular,2015/2/14,156,-1,unknown
460,43,management,divorced,tertiary,36,no,cellular,2015/2/15,118,102,failure
461,55,unemployed,married,tertiary,383,no,unknown,2015/2/16,343,-1,unknown
462,50,blue-collar,married,secondary,283,yes,cellular,2015/2/17,226,-1,unknown
463,45,management,divorced,tertiary,0,no,unknown,2015/2/18,5,-1,unknown
464,35,blue-collar,divorced,secondary,3102,yes,cellular,2015/2/19,138,-1,unknown
465,32,blue-collar,married,secondary,889,yes,cellular,2015/2/20,185,99,success
466,59,housemaid,married,secondary,0,no,telephone,2015/2/21,722,99,failure
467,34,self-employed,married,secondary,-370,yes,unknown,2015/2/22,748,-1,unknown
468,39,management,married,tertiary,-606,yes,unknown,2015/2/23,142,-1,unknown
469,40,management,single,secondary,10378,yes,cellular,2015/2/24,523,-1,unknown
470,36,blue-collar,single,primary,1313,yes,unknown,2015/2/25,8,-1,unknown
471,40,management,married,tertiary,8969,yes,cellular,2015/2/26,153,-1,unknown
472,55,self-employed,married,secondary,-196,yes,unknown,2015/2/27,210,-1,unknown
473,38,entrepreneur,married,secondary,15,yes,cellular,2015/2/28,121,-1,unknown
474,61,admin.,married,secondary,4608,no,cellular,2015/3/1,212,-1,unknown
475,41,management,married,tertiary,666,yes,unknown,2015/1/23,253,-1,unknown
476,57,blue-collar,married,primary,452,yes,unknown,2015/1/24,139,-1,unknown
477,48,blue-collar,married,secondary,149,yes,unknown,2015/1/25,71,-1,unknown
478,77,retired,married,tertiary,7802,no,telephone,2015/1/26,421,92,success
479,35,services,married,secondary,1453,yes,unknown,2015/1/27,199,-1,unknown
480,54,blue-collar,married,secondary,1480,yes,unknown,2015/1/28,108,-1,unknown
481,37,management,single,unknown,715,yes,unknown,2015/1/29,247,-1,unknown
482,56,management,single,secondary,237,yes,telephone,2015/1/30,236,-1,unknown
483,40,technician,married,secondary,694,yes,cellular,2015/1/31,97,196,failure
484,40,management,married,tertiary,0,no,cellular,2015/2/1,109,-1,unknown
485,54,management,married,tertiary,55,yes,cellular,2015/2/2,112,-1,unknown
486,55,housemaid,married,primary,136,yes,unknown,2015/2/3,15,-1,unknown
487,55,services,divorced,secondary,-404,yes,cellular,2015/2/4,502,-1,unknown
488,52,blue-collar,married,primary,779,yes,unknown,2015/2/5,30,-1,unknown
489,55,blue-collar,single,primary,1187,yes,unknown,2015/2/6,193,-1,unknown
490,33,management,married,tertiary,641,yes,cellular,2015/2/7,347,-1,unknown
491,52,blue-collar,married,unknown,826,yes,unknown,2015/2/8,468,-1,unknown
492,33,services,divorced,secondary,991,yes,unknown,2015/2/9,148,-1,unknown
493,53,admin.,married,secondary,1796,no,telephone,2015/2/10,295,91,success
494,46,admin.,married,secondary,22,no,cellular,2015/2/11,388,-1,unknown
495,44,technician,single,secondary,244,yes,cellular,2015/2/12,1735,-1,unknown
496,48,management,divorced,tertiary,1328,yes,unknown,2015/2/13,339,-1,unknown
497,50,housemaid,married,secondary,7317,yes,cellular,2015/2/14,172,370,failure
498,34,technician,single,secondary,4943,yes,cellular,2015/2/15,117,-1,unknown
499,38,technician,single,secondary,258,no,unknown,2015/2/16,587,-1,unknown
500,42,management,single,tertiary,515,yes,cellular,2015/2/17,501,-1,unknown
501,32,management,single,tertiary,12607,no,cellular,2015/2/18,203,84,failure
502,58,admin.,married,secondary,2,yes,telephone,2015/2/19,282,-1,unknown
503,31,management,married,tertiary,13,no,cellular,2015/2/20,110,-1,unknown
504,19,student,single,primary,103,no,cellular,2015/2/21,104,-1,unknown
505,41,management,married,tertiary,3872,no,cellular,2015/2/22,231,-1,unknown
506,31,unemployed,married,secondary,296,yes,unknown,2015/2/23,378,-1,unknown
507,52,self-employed,single,primary,217,no,cellular,2015/2/24,193,-1,unknown
508,42,self-employed,divorced,tertiary,360,yes,unknown,2015/2/25,110,-1,unknown
509,41,blue-collar,single,secondary,428,yes,cellular,2015/2/26,92,-1,unknown
510,30,blue-collar,single,secondary,315,no,cellular,2015/1/23,1407,-1,unknown
511,38,blue-collar,married,secondary,121,yes,cellular,2015/1/24,168,212,failure
512,32,management,married,tertiary,820,yes,cellular,2015/1/25,738,-1,unknown
513,52,technician,married,secondary,195,yes,cellular,2015/1/26,220,63,failure
514,48,management,divorced,tertiary,108,yes,unknown,2015/1/27,89,-1,unknown
515,36,management,married,tertiary,-381,yes,cellular,2015/1/28,30,-1,unknown
516,45,unemployed,divorced,primary,757,no,cellular,2015/1/29,103,325,failure
517,34,technician,married,tertiary,691,yes,unknown,2015/1/30,70,-1,unknown
518,36,blue-collar,married,primary,1925,yes,cellular,2015/1/31,904,-1,unknown
519,34,management,married,tertiary,902,yes,cellular,2015/2/1,159,367,other
520,61,retired,married,secondary,5207,no,cellular,2015/2/2,336,81,other
521,54,services,married,secondary,0,no,unknown,2015/2/3,220,-1,unknown
522,50,entrepreneur,married,secondary,665,no,telephone,2015/2/4,238,-1,unknown
523,43,admin.,divorced,secondary,738,yes,cellular,2015/2/5,585,191,failure
524,47,blue-collar,married,primary,233,no,cellular,2015/2/6,293,-1,unknown
525,45,services,married,secondary,-839,yes,unknown,2015/2/7,68,-1,unknown
526,57,retired,married,primary,5799,no,unknown,2015/2/8,97,-1,unknown
527,27,admin.,married,secondary,1033,yes,unknown,2015/2/9,1713,-1,unknown
528,49,unemployed,divorced,secondary,66,no,cellular,2015/2/10,218,-1,unknown
529,43,services,married,primary,2567,yes,cellular,2015/2/11,109,360,failure
530,40,management,married,tertiary,1584,yes,telephone,2015/2/12,661,-1,unknown
531,32,services,single,secondary,182,yes,cellular,2015/2/13,145,-1,unknown
532,58,management,married,primary,76,yes,telephone,2015/2/14,54,-1,unknown
533,34,admin.,single,secondary,663,yes,cellular,2015/2/15,111,-1,unknown
534,46,technician,divorced,secondary,3455,yes,unknown,2015/2/16,566,-1,unknown
535,29,blue-collar,married,secondary,15,no,cellular,2015/2/17,136,-1,unknown
536,52,blue-collar,married,primary,1054,no,cellular,2015/2/18,273,-1,unknown
537,45,management,married,tertiary,1529,no,cellular,2015/2/19,160,-1,unknown
538,26,management,single,secondary,63,no,cellular,2015/2/20,76,-1,unknown
539,40,technician,married,tertiary,0,no,cellular,2015/2/21,44,-1,unknown
540,41,admin.,married,secondary,920,yes,unknown,2015/2/22,239,-1,unknown
541,47,admin.,single,secondary,3696,no,cellular,2015/2/23,250,181,success
542,27,technician,single,unknown,59,no,cellular,2015/2/24,792,-1,unknown
543,27,services,married,secondary,0,yes,cellular,2015/2/25,198,-1,unknown
544,48,blue-collar,married,secondary,157,yes,unknown,2015/2/26,73,-1,unknown
545,49,admin.,married,secondary,2465,no,cellular,2015/2/27,157,-1,unknown
546,35,blue-collar,married,primary,0,yes,cellular,2015/2/28,90,-1,unknown
547,47,self-employed,married,secondary,2,no,cellular,2015/3/1,236,-1,unknown
548,54,management,married,tertiary,0,no,cellular,2015/3/2,118,-1,unknown
549,39,management,single,tertiary,12437,no,telephone,2015/3/3,40,-1,unknown
550,28,student,single,secondary,378,yes,cellular,2015/3/4,346,-1,unknown
551,54,blue-collar,married,primary,211,no,unknown,2015/3/5,200,-1,unknown
552,34,technician,married,secondary,-228,yes,cellular,2015/3/6,187,332,other
553,63,retired,married,secondary,2747,no,cellular,2015/3/7,113,80,failure
554,42,self-employed,married,tertiary,1932,yes,unknown,2015/3/8,192,-1,unknown
555,43,technician,single,secondary,11269,no,unknown,2015/3/9,92,-1,unknown
556,37,admin.,married,secondary,1314,yes,cellular,2015/3/10,682,85,success
557,55,blue-collar,married,primary,2275,no,cellular,2015/3/11,139,-1,unknown
558,43,management,single,tertiary,1304,no,cellular,2015/3/12,501,-1,unknown
559,41,blue-collar,married,secondary,720,no,cellular,2015/3/13,651,-1,unknown
560,47,technician,divorced,secondary,2914,yes,cellular,2015/1/23,405,-1,unknown
561,34,technician,married,secondary,1464,yes,unknown,2015/1/24,350,-1,unknown
562,28,student,single,secondary,11555,no,cellular,2015/1/25,125,-1,unknown
563,36,services,married,secondary,-302,yes,cellular,2015/1/26,36,-1,unknown
564,50,technician,married,secondary,2497,yes,cellular,2015/1/27,35,176,failure
565,35,blue-collar,married,secondary,-339,yes,unknown,2015/1/28,389,-1,unknown
566,40,technician,married,secondary,56,yes,cellular,2015/1/29,194,247,failure
567,26,self-employed,single,tertiary,211,no,cellular,2015/1/30,168,-1,unknown
568,36,management,divorced,tertiary,3611,yes,unknown,2015/1/31,347,-1,unknown
569,59,unemployed,married,primary,0,no,cellular,2015/2/1,3025,-1,unknown
570,28,student,single,secondary,459,no,cellular,2015/2/2,83,-1,unknown
571,46,entrepreneur,married,unknown,242,yes,unknown,2015/2/3,332,-1,unknown
572,50,self-employed,married,secondary,1138,no,cellular,2015/2/4,219,-1,unknown
573,53,management,married,tertiary,1319,yes,cellular,2015/2/5,427,150,failure
574,81,retired,married,secondary,1,no,cellular,2015/2/6,65,-1,unknown
575,35,services,divorced,secondary,67,yes,cellular,2015/2/7,192,-1,unknown
576,58,retired,married,unknown,937,no,cellular,2015/2/8,155,-1,unknown
577,44,services,married,secondary,0,yes,cellular,2015/2/9,161,-1,unknown
578,38,management,married,tertiary,-558,yes,cellular,2015/2/10,533,-1,unknown
579,49,blue-collar,married,secondary,171,no,cellular,2015/2/11,19,175,other
580,33,technician,single,tertiary,696,no,cellular,2015/2/12,193,176,failure
581,29,management,married,tertiary,361,yes,cellular,2015/2/13,819,-1,unknown
582,28,technician,single,secondary,227,no,cellular,2015/2/14,278,-1,unknown
583,31,admin.,married,secondary,236,yes,telephone,2015/2/15,211,-1,unknown
584,33,management,single,tertiary,-53,no,cellular,2015/2/16,617,-1,unknown
585,52,technician,married,secondary,192,yes,cellular,2015/2/17,61,-1,unknown
586,43,management,divorced,tertiary,38,yes,cellular,2015/2/18,197,-1,unknown
587,32,self-employed,single,secondary,518,yes,cellular,2015/2/19,34,-1,unknown
